Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;Tardes Carnaval - Cumbia - Riko el pollo;Show explosivo a puro ritmo! para bailar de principio a fin. un recorrido por diferentes ritmos latinoamericanos que hará bailar y divertirse a grandes y chicxs.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;2021-02-16;2021-02-16;Actividad;Concierto / Recital;Música;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;
Presencial;Atardecer electrónico  - Dj Set Zuker;Consolidado como uno de los referentes más importantes de la escena electrónica de latinoamérica y el mundo, el legendario Djs enciende la tarde de la Ciudad entre mixes y mash-ups;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-16;2021-02-16;Actividad;Concierto / Recital;Música;Público General;0;Gratuito;-58.45526521523027;-34.56112903621606;https://www.buenosaires.gob.ar/festivalesba/atardecer-electronico
Presencial;"Ciudad Emergente: experiencia verano en el Museo Saavedra
No salgas con robots
Saturno TV
Seba Coppola
La Maurette";Rock salvaje y psicodélico from las pampas |  Concierto de 30 minutos con siete canciones en set. | De nostalgia atroz. De ese frío seco. De ese beso, el eco. SEBA COPPOLA nos presenta su álbum: MODERNO.  | La Maurette se presenta en vivo en un show al aire libre, con entrada gratis  y capacidad limitada respetando los protocolos vigentes.;MUSEO SAAVEDRA;LARRALDE, CRISOLOGO AV. 6309;LARRALDE, CRISOLOGO AV.;6309.0;VILLA URQUIZA;12;2021-02-18;2021-02-18;Actividad;Concierto / Recital;Música;Público General;0;Gratuito;-58.50747045565912;-34.56883641739445;https://www.buenosaires.gob.ar/festivalesba/ciudad-emergente-experiencia-verano-en-el-museo-saavedra
Presencial;"Ciudad Emergente, Experiencia Verano en la Usina
Seba Coppola
Saturno TV
Emanero";De nostalgia atroz. De ese frío seco. De ese beso, el eco. SEBA COPPOLA nos presenta su álbum: MODERNO. | Concierto de 30 minutos con siete canciones en set.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;2021-02-19;2021-02-19;Actividad;Concierto / Recital;Música;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;https://www.buenosaires.gob.ar/festivalesba/cultura-al-aire-libre-en-el-verano-de-la-ciudad/rock-en-la-usina
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-07;2021-02-07;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-07;2021-02-07;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-14;2021-02-14;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-14;2021-02-14;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-21;2021-02-21;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-21;2021-02-21;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-28;2021-02-28;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-02-28;2021-02-28;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;
Presencial;Carnaval 2021 - Memoria de Carnaval;Una colección itinerante de fotografías de dieciocho artistas para activar la memoria colectiva del Carnaval. Además de ver la muestra de manera virtual a través de Vivamos Cultura, podés seguir su recorrido por distintas plazas, bibliotecas y espacios culturales.;ANFITEATRO PARQUE LEZAMA;BRASIL AV. 300;BRASIL AV.;300.0;SAN TELMO;1;2021-02-15;2021-02-15;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;-58.3694692855624;-34.62550198391858;https://vivamoscultura.buenosaires.gob.ar
Presencial;Carnaval 2021 - Memoria de Carnaval;Una colección itinerante de fotografías de dieciocho artistas para activar la memoria colectiva del Carnaval. Además de ver la muestra de manera virtual a través de Vivamos Cultura, podés seguir su recorrido por distintas plazas, bibliotecas y espacios culturales.;PLAZA VELEZ SARSFIELD;AVELLANEDA AV. 3850;AVELLANEDA AV;3850.0;FLORESTA;10;2021-02-16;2021-02-16;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;-58.48281467432124;-34.62950797697136;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-13;2021-02-13;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-13;2021-02-13;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-13;2021-02-13;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-14;2021-02-14;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-14;2021-02-14;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-15;2021-02-15;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-15;2021-02-15;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-15;2021-02-15;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-16;2021-02-16;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Virtual;Carnaval 2021 - Carnaval en directo;Las murgas de la Ciudad se suben al escenario del Espacio Cultural Carlos Gardel para transmitir en vivo su identidad y prosa murguera. ¡Viví el Carnaval desde casa!;vivamos cultura;;;;;;2021-02-16;2021-02-16;Actividad;Fiesta popular;Otros;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar
Presencial;Experiencias en Rimas;Te invitamos a descubrir la Librería de Ávila a través de un recorrido sonoro ideado por la FCR (Freestyle Colectivo Rapper), la primera crew infantil surgida del taller Freestyle Colectivo del programa Micrófono Abierto de la Usina del Arte.;LA LIBRERÍA;ALSINA, ADOLFO 500;ALSINA, ADOLFO;500.0;MONSERRAT;1;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);No;Gratuito;-58.37331929658016;-34.61026382079024;
Presencial;Una aventura sonora;Este proyecto nace a partir de un taller con la idea de poder generar contenido creado por niñes para niñes, trabajando como eje principal la inclusión.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);0;Gratuito;-58.45526521523027;-34.56112903621606;
Presencial;Una aventura sonora;Este proyecto nace a partir de un taller con la idea de poder generar contenido creado por niñes para niñes, trabajando como eje principal la inclusión.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);0;Gratuito;-58.45526521523027;-34.56112903621606;
Presencial;Una aventura sonora;Este proyecto nace a partir de un taller con la idea de poder generar contenido creado por niñes para niñes, trabajando como eje principal la inclusión.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);0;Gratuito;-58.45526521523027;-34.56112903621606;
Virtual;Explore el Jardín de los Cárpatos;Pieza escénica de medio formato que aborda el fenómeno del turismo.;vivamos cultura;;;;;;2021-02-26;2021-03-07;Actividad;Función / Exhibición;Artes Escénicas;Público General;0;Si;;;https://vivamoscultura.buenosaires.gob.ar/
Presencial;Bardo Criollo. Acercamientos Shakespeareanos en tres piezas: SUEÑO;Cuatro intérpretes se juntan en el bosque a ensayar una obra, sin darse cuenta de que este bosque está plagado de seres mágicos dispuestos a jugar caprichosamente con sus emociones.;MUSEO SÍVORI;ISABEL, INFANTA AV. 555;ISABEL, INFANTA AV.;555.0;PALERMO;14;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;0;Gratuito;-58.42116532940825;-34.57071895511559;
Virtual;Dancing (Buenos Aires), 2020;A partir de la convocatoria del Foco BA Danza Contemporánea, catorce intérpretes fueron seleccionados para participar de un proceso creativo, en formato virtual/presencial, junto a la artista suiza A. Bachzetsis para recrear una versión local de su obra Dancing.;vivamos cultura;;;;;;2021-02-26;2021-03-07;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;;;https://vivamoscultura.buenosaires.gob.ar/
Presencial;Bardo Criollo. Acercamientos Shakespeareanos en tres piezas: SUEÑO;Cuatro intérpretes se juntan en el bosque a ensayar una obra, sin darse cuenta de que este bosque está plagado de seres mágicos dispuestos a jugar caprichosamente con sus emociones.;MUSEO SÍVORI;ISABEL, INFANTA AV. 555;ISABEL, INFANTA AV.;555.0;PALERMO;14;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;0;Gratuito;-58.42116532940825;-34.57071895511559;
Presencial;Conejo blanco conejo rojo;Cada función presentará de forma rotativa a un actor o una actriz quienes, sin ensayo y sin dirección, recibirán el libreto de la obra recién al subir a escena.;TEATRO METROPOLITAN SURA;CORRIENTES AV. 1343;CORRIENTES AV.;1343.0;SAN NICOLAS;1;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38584104000083;-34.60386919735084;
Virtual;Revisitando la obra Somoo en residencia;Este video es el resultado de un proceso creativo convocado por el Foco, donde seis intérpretes del movimiento trabajaron junto a la compañía coreana Art Project Bora con el objetivo de apropiarse de los materiales coreográficos de la obra Somoo y, a la vez, crear nuevos gestos inspirados en ella.;vivamos cultura;;;;;;2021-02-26;2021-03-07;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Presencial;No soy mujer;Una atracción trágica entre dos seres disímiles. Versión de Pentesilea, de H. von Kleist, que habla del desencuentro entre los cuerpos en una mixtura entre cabaret contemporáneo y manipulación de objetos.;EL PORTÓN POESÍA;SANCHEZ DE BUSTAMANTE 1034;SANCHEZ DE BUSTAMANTE;1034.0;ALMAGRO;5;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;-58.41350591880023;-34.59873295100754;
Presencial;Comizi d’amore #BuenosAires - Dispositivo #PandemicTheatre por Emanuele Sinisi (APERTURA FIBA);Un reportaje en teatro a través del amor y la sexualidad inspirado en el documental Comizi d'amore, de Pier Paolo Pasolini, que involucra en escena a los habitantes de Buenos Aires y sus opiniones.;COMPLEJO PUNTA CARRASCO;;;;PALERMO;14;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;0;Si;-58.40232110368025;-34.56420568980802;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Encuentro sobre el Dispositivo #PandemicTheatre. Con Emanuele Sinisi, Kepler 452, Jorge Eiro y Boom Chapadama.;Encuentro sobre el Dispositivo #PandemicTheatre diseñado por Emanuele Sinisi. Utilizado en FIBA 2021 por Kepler 452, Jorge Eiro y Boom Chapadama. Modera: Federico Irazábal.;vivamos cultura;;;;;;2021-02-26;2021-02-26;Actividad;Encuentro;Artes Escénicas;Público General;0;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Solas Única Escena: Desterrada (+Debate post función);Una actriz / un actor, encerrade. Desterrade de su cuerpo, del teatro.  Como Antígona. No puede actuar.;meet;;;;;;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;;;
Presencial;Casi Normales;Esta es la historia de una familia que lucha por “ser normal” en tiempos en que lo normal ya no existe.;TEATRO METROPOLITAN SURA;CORRIENTES AV. 1343;CORRIENTES AV.;1343.0;SAN NICOLAS;1;2021-02-26;2021-02-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38584104000083;-34.60386919735084;
Virtual;Cruce de experiencias, territorialidad e hibridación de lenguajes en la dirección escénica.;Ciclo de conversaciónes APDEA en FIBA. El ciclo reúne a directorxs teatrales, para reflexionar en torno a sus prácticas de dirección escénica. En esta edición convocamos diferentes proyectos, que exploran la hibridación de lenguajes.;zoom;;;;;;2021-02-27;2021-02-27;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;
Presencial;Jardín Sonoro Volúmen 2;Una experiencia que vincula tecnología con dramaturgia e invita a recorrer un jardín para escuchar seis microobras de autoras argentinas.;JARDÍN BOTÁNICO POESÍA;SANTA FE AV. 3889;SANTA FE AV.;3889.0;PALERMO;14;2021-02-27;2021-02-27;Actividad;Función / Exhibición;Artes Escénicas;Público General;0;Gratuito;-58.41813423958944;-34.58366842574475;
Presencial;Una aventura sonora;Este proyecto nace a partir de un taller con la idea de poder generar contenido creado por niñes para niñes, trabajando como eje principal la inclusión.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-27;2021-02-27;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);0;Gratuito;-58.45526521523027;-34.56112903621606;
Presencial;Una aventura sonora;Este proyecto nace a partir de un taller con la idea de poder generar contenido creado por niñes para niñes, trabajando como eje principal la inclusión.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-02-27;2021-02-27;Actividad;Función / Exhibición;Artes Escénicas;Pre-adolescentes (8-12);0;Gratuito;-58.45526521523027;-34.56112903621606;
Virtual;Camina, corre y baila (Crissriads);Video realizado con bailarines y camarógrafos vecinos de Colegiales. Proyecto catártico colaborativo que visibiliza la enrarecida vida en pandemia en el barrio desde una mirada coreográfica teatral.;vivamos cultura;;;;;;2021-02-27;2021-03-07;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;
Presencial;Libro Móvil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Semana del 18 al 24/1 editoriales Mil Trazos y Párrafo Aparte

";PALERMO, MARTÍN CORONADO Y SALGUERO;CORONADO, MARTIN y SALGUERO, JERONIMO;CORONADO, MARTIN;;PALERMO;14;2021-01-18;2021-01-18;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.40430142331918;-34.5759213012316;https://www.buenosaires.gob.ar/cultura/promocion-cultural/este-verano-libro-movil-sale-buscarte
Presencial;Libro Móvil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Semana del 18 al 24/1 editoriales Mil Trazos y Párrafo Aparte

";POLIDEPORTIVO FLOR DE CEIBO;ROJAS 1201;ROJAS;1201.0;VILLA CRESPO;15;2021-01-19;2021-01-19;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.44757223784625;-34.60675578553361;https://www.buenosaires.gob.ar/cultura/promocion-cultural/este-verano-libro-movil-sale-buscarte
Presencial;Libro Móvil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Semana del 18 al 24/1 editoriales Mil Trazos y Párrafo Aparte

";PLAZA ALMAGRO;SARMIENTO 3846;SARMIENTO;3846.0;ALMAGRO;5;2021-01-21;2021-01-21;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.41973238627507;-34.6050475302766;https://www.buenosaires.gob.ar/cultura/bibliotecas/noticias/libro-movil-en-espacios-verdes-este-finde-en-parque-de-la-estacion
Presencial;Libro Móvil espacios verdes;"Además de su circuito semanal en el que recorrerá distintas Ferias de la Ciudad, los fines de semana Libro Móvil sale a rodar por distintos espacios verdes con una programación ligada a la lectura y a la creación. El próximo sábado 23 y domingo 24 vas a poder participar de talleres de historieta, ilustración y papiroflexia, conocer a autores y autoras, y disfrutar de rondas de improvisación y freestyle en torno a la letra, entre otras propuestas. 

";PLAZA DEVOTO;MERCEDES 4100;MERCEDES;4100.0;VILLA DEVOTO;11;2021-01-23;2021-01-23;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.51305192618562;-34.59998418684068;https://www.buenosaires.gob.ar/cultura/bibliotecas/noticias/libro-movil-en-espacios-verdes-este-finde-en-parque-de-la-estacion
Presencial;Libro Móvil espacios verdes;"*Taller del libro: Postas de creación para toda la familia 
16 h Pensando en viñetas: Iñaki Echeverría nos acerca al mundo de la historia, reconociendo sus formas y lenguaje.*Vidriera Librera: Un espacio para conocer a autores, autoras y editoriales 
18 h Párrafo aparte. ""Aprendemos braille mientras el lobo no está"": Lectura y presentación del libro “Mientras el lobo no está”, de Cecilia Pisos. ¡Y al final mini taller de braille!  
*Libres de estilos: Intérpretes y freestylers para elevar la voz 
20 h Libres de estilo: Improvisa2 te invita a ver una interpretación improvisada a partir de pasajes, frases y títulos de libros.";PLAZA DEVOTO;MERCEDES 4100;MERCEDES;4100.0;VILLA DEVOTO;11;2021-01-24;2021-01-24;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.51305192618562;-34.59998418684068;https://www.buenosaires.gob.ar/cultura/promocion-cultural/este-verano-libro-movil-sale-buscarte
Presencial;Libro Movil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Programación del 16/2 al 21/2. Editoriales A-Marte: Libros y Lectores, Clara Beter Ediciones y Editorial Hojas del Sur

";POLIDEPORTIVO FLOR DE CEIBO;ROJAS 1201;ROJAS;1201.0;VILLA CRESPO;15;2021-02-16;2021-02-16;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.44757223784625;-34.60675578553361;https://www.buenosaires.gob.ar/cultura/bibliotecas/noticias/libro-movil-sale-rodar-por-las-ferias-de-la-ciudad
Presencial;Libro Movil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Programación del 16/2 al 21/2. Editoriales A-Marte: Libros y Lectores, Clara Beter Ediciones y Editorial Hojas del Sur

";PLAZA ALMAGRO;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-02-18;2021-02-18;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.38858571182652;-34.60537062755823;https://www.buenosaires.gob.ar/cultura/bibliotecas/noticias/libro-movil-sale-rodar-por-las-ferias-de-la-ciudad
Presencial;Libro Movil;"Este verano la literatura sale a buscarte. Con el fin de fomentar la curiosidad lectora en los barrios, Libro Móvil circulará desde el miércoles 13 de enero por distintos puntos de la Ciudad con un catálogo literario sobre ruedas que contará con la participación de bibliotecas, librerías y editoriales independientes. La iniciativa busca llevarte lo mejor del mundo literario, generando nuevas experiencias en torno al libro y potenciando al sector editorial independiente.

Programación del 16/2 al 21/2. Editoriales A-Marte: Libros y Lectores, Clara Beter Ediciones y Editorial Hojas del Sur

";SUCRE ESQUINA POESÍA;SUCRE, ANTONIO JOSE DE, MCAL. 696;SUCRE, ANTONIO JOSE DE, MCAL.;696.0;BELGRANO;13;2021-02-19;2021-02-19;Actividad;Feria;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.43701508464812;-34.55323541743464;https://www.buenosaires.gob.ar/cultura/bibliotecas/noticias/libro-movil-sale-rodar-por-las-ferias-de-la-ciudad
Presencial;Cine | Buenos Aires Festival Internacional de Cine Independiente - BAFICI;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-20;2021-03-20;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Taller | Del dicho al hecho. ¿A qué cuidad queremos volver? con Colectiva Ciudad del Deseo;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-20;2021-03-20;Formación;Formación;Mixto;Público General;No;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;"Clave 13/17. Taller Chicxs x Chicas
Hagamos Match, taller de escritura por Agustina Galarza y Sabrina Francesch.
";;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-21;2021-03-21;Formación;Formación;Mixto;Jóvenes (13-21);No;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Clave 13/17 | Tardes Clave;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-21;2021-03-21;Actividad;Encuentro;Mixto;Jóvenes (13-21);0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Cine | Buenos Aires Festival Internacional de Cine Independiente - BAFICI;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-21;2021-03-21;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Cine | Buenos Aires Festival Internacional de Cine Independiente - BAFICI;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-23;2021-03-23;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Cine | Buenos Aires Festival Internacional de Cine Independiente - BAFICI;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-24;2021-03-24;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
