Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;Amor de Verano. Clave 13/17 con y desde adolescentes | Tardes Clave;Las tardes Clave son la propuesta veraniega de Clave 13/17, la plataforma creada con y desde adolescentes. Los domingos de 18 a 21 en el Patio del Aljibe habrá lecturas, música y baile para compartir entre amigxs.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-17;2021-01-17;Actividad;Encuentro;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Taller | Dibujo. Historieta universal total con Ezequiel García;"Todos los martes habrá talleres de dibujo e historietas a cargo de profesores como Sofía Alvarez ""la Watson"", Ezequiel García y Mariano Grassi, para quienes tengan ganas de soltar la mano y animarse a experimentar con el dibujo y la historieta aunque no tengan experiencia previa. Las clases abiertas de dibujo y de entrenamiento físico son espacios para probar y experimentar, para aprender cosas nuevas en estos meses de vacaciones.";CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-19;2021-01-19;Formación;Formación;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Taller | Entrenamiento. Entrenamiento de fuerza y dinámicas aeróbicas con Matias Leonardo Quiroga.;Los miércoles distintos profesores darán talleres de entrenamiento físico enfocados en diversas técnicas. Las clases abiertas de dibujo y de entrenamiento físico son espacios para probar y experimentar, para aprender cosas nuevas en estos meses de vacaciones.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-20;2021-01-20;Formación;Formación;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Teatro | Aire de teatro. Flores Nuevas de Nadir Medina;Unipersonal escrito por Federico Falco y protagonizado por Ignacio Tamagno. Transcurre en un pueblo monótono del interior de Córdoba, un lugar en el que aparentemente nada pasa, pero en donde el comienzo de las clases, las fiestas de 15 y una serie de pequeñas tragedias alterarán su habitual normalidad.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-20;2021-01-20;Actividad;Función / Exhibición;Artes Escénicas;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Celebración | Recoleta Picnic Nocturno;Nuevo ciclo para celebrar el verano en los patios y terraza del Recoleta y venir con amigxs a disfrutar de la noche al aire libre, tomar y comer algo rico en los trucks gastronómicos, escuchar música en vivo y participar de diferentes intervenciones artísiticas y culturales.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-21;2021-01-21;Actividad;Festival;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;https://www.instagram.com/elrecoleta/?hl=es-la
Presencial;Amor de Verano. Recital | Cancionero de Verano. Artista a confirmar;"Los viernes serán días llenos de música en vivo. LLega ""Cancionero de verano"", un ciclo de recitales en la terraza que todas las semanas traerá referentes de la escena indie de distintos géneros como rock, pop, rap y electrónica. Se presentarán solistas y bandas como Vic Bernardi, Miranda Johansen, Mi Amigo Invencible, entre otrxs.";CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-22;2021-01-22;Actividad;Concierto / Recital;Música;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Ferias | Mirar y Enamorarse. Feria de diseño sustentable;Todos los sábados habrá ferias dedicadas al universo de las artes gráficas, la historieta, la ilustración y los fanzines.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-23;2021-01-23;Actividad;Feria;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;"Amor de Verano. Recital | El Emergente visita el Recoleta con el ciclo ""Ciudad Emergente, Experiencia Verano en el Recoleta"": Nano Mundano y Las Martas";Se presentarán algunas de las bandas que fueron seleccionadas por un jurado compuesto por Lula Bertoldi, Juliana Gattas, Zoe Gotusso, Juanchi Baleirón y Maikel de Luna Campos, tras una convocatoria a nivel nacional. Son grupos que durante 2020 tuvieron una experiencia de formación, capacitación e intercambio con expertos de la música a través de encuentros por Zoom y ahora tocarán en vivo en diferentes escenarios de la Ciudad de Buenos Aires.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-23;2021-01-23;Actividad;Concierto / Recital;Música;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Celebración | Recoleta Picnic Nocturno en Jardines del Museo Larreta;Nuevo ciclo para celebrar el verano en los patios y terraza del Recoleta y venir con amigxs a disfrutar de la noche al aire libre, tomar y comer algo rico en los trucks gastronómicos, escuchar música en vivo y participar de diferentes intervenciones artísiticas y culturales. Además, algunos sábados, Recoleta Pic Nic Nocturno visitará otros espacios al aire libre de la ciudad.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;RECOLETA;2021-01-23;2021-01-23;Actividad;Festival;Mixto;Jóvenes (13-21);Si;Si;;;https://www.instagram.com/elrecoleta/?hl=es-la
Presencial;Amor de Verano. Clave 13/17 con y desde adolescentes | Tardes Clave;Las tardes Clave son la propuesta veraniega de Clave 13/17, la plataforma creada con y desde adolescentes. Los domingos de 18 a 21 en el Patio del Aljibe habrá lecturas, música y baile para compartir entre amigxs.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-24;2021-01-24;Actividad;Encuentro;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Taller | Dibujo. Personajes y acciones. Mecanismos para narrar con imágenes con Mariano Grassi;"Todos los martes habrá talleres de dibujo e historietas a cargo de profesores como Sofía Alvarez ""la Watson"", Ezequiel García y Mariano Grassi, para quienes tengan ganas de soltar la mano y animarse a experimentar con el dibujo y la historieta aunque no tengan experiencia previa. Las clases abiertas de dibujo y de entrenamiento físico son espacios para probar y experimentar, para aprender cosas nuevas en estos meses de vacaciones.";CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-26;2021-01-26;Formación;Formación;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Taller | Entrenamiento. Entrenamiento funcional con Pablo Javier Etchezahar;Los miércoles distintos profesores darán talleres de entrenamiento físico enfocados en diversas técnicas. Las clases abiertas de dibujo y de entrenamiento físico son espacios para probar y experimentar, para aprender cosas nuevas en estos meses de vacaciones.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-27;2021-01-27;Formación;Formación;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Teatro | Aire de teatro. Cuerpo de Marcelo Savignone;Es un espectáculo de danza-teatro creado y protagonizado por Marcelo Savignone, y concebido como una indagación escénica sobre la filosofía práctica de Spinoza (1632-1677). Plantea un cuerpo que se mueve y acciona atravesado por pasiones y afectos, deja de lado el bien y el mal y se introduce en lo que es bueno o malo para sí mismo.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-27;2021-01-27;Actividad;Función / Exhibición;Artes Escénicas;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Celebración | Recoleta Picnic Nocturno;Nuevo ciclo para celebrar el verano en los patios y terraza del Recoleta y venir con amigxs a disfrutar de la noche al aire libre, tomar y comer algo rico en los trucks gastronómicos, escuchar música en vivo y participar de diferentes intervenciones artísiticas y culturales.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-28;2021-01-28;Actividad;Festival;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;https://www.instagram.com/elrecoleta/?hl=es-la
Presencial;Amor de Verano. Recital | Cancionero de Verano. Mi Amigo Invencible;"Los viernes serán días llenos de música en vivo. LLega ""Cancionero de verano"", un ciclo de recitales en la terraza que todas las semanas traerá referentes de la escena indie de distintos géneros como rock, pop, rap y electrónica. Se presentarán solistas y bandas como Vic Bernardi, Miranda Johansen, Mi Amigo Invencible, entre otrxs.";CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-29;2021-01-29;Actividad;Concierto / Recital;Música;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Ferias | Mirar y Enamorarse. BsAs Fanzine Fest #8;Todos los sábados habrá ferias dedicadas al universo de las artes gráficas, la historieta, la ilustración y los fanzines.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-30;2021-01-30;Actividad;Feria;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;"Amor de Verano. Recital | El Emergente visita el Recoleta con el ciclo ""Ciudad Emergente, Experiencia Verano en el Recoleta"": No salgas con robots y Cecilia y el Sr. Vinilo.";Se presentarán algunas de las bandas que fueron seleccionadas por un jurado compuesto por Lula Bertoldi, Juliana Gattas, Zoe Gotusso, Juanchi Baleirón y Maikel de Luna Campos, tras una convocatoria a nivel nacional. Son grupos que durante 2020 tuvieron una experiencia de formación, capacitación e intercambio con expertos de la música a través de encuentros por Zoom y ahora tocarán en vivo en diferentes escenarios de la Ciudad de Buenos Aires.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-30;2021-01-30;Actividad;Concierto / Recital;Música;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Amor de Verano. Celebración | Recoleta Picnic Nocturno en Museo Saavedra;Nuevo ciclo para celebrar el verano en los patios y terraza del Recoleta y venir con amigxs a disfrutar de la noche al aire libre, tomar y comer algo rico en los trucks gastronómicos, escuchar música en vivo y participar de diferentes intervenciones artísiticas y culturales. Además, algunos sábados, Recoleta Pic Nic Nocturno visitará otros espacios al aire libre de la ciudad.;MUSEO SAAVEDRA;LARRALDE, CRISOLOGO AV. 6309;LARRALDE, CRISOLOGO AV.;6309.0;VILLA URQUIZA;12;2021-01-30;2021-01-30;Actividad;Festival;Mixto;Jóvenes (13-21);Si;Si;-58.50747045565912;-34.56883641739445;https://www.instagram.com/elrecoleta/?hl=es-la
Presencial;Amor de Verano. Clave 13/17 con y desde adolescentes | Tardes Clave;Las tardes Clave son la propuesta veraniega de Clave 13/17, la plataforma creada con y desde adolescentes. Los domingos de 18 a 21 en el Patio del Aljibe habrá lecturas, música y baile para compartir entre amigxs.;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-01-31;2021-01-31;Actividad;Encuentro;Mixto;Jóvenes (13-21);Si;Si;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Virtual;Flores en el hogar;Taller de pintura a cargo de Julieta Oro;zoom;Av. de Mayo 575;;;;;2021-01-07;2021-01-07;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/flores-en-el-hogar
Virtual;"Arte y azar
";"
Taller de arte y ciencia a cargo de Rodrigo Valla";zoom;Av. de Mayo 575;;;;;2021-01-08;2021-01-08;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/arte-y-azar
Presencial;Dibujar en el museo;Experiencia creativa a cargo de Cotelito;CASA DE LA CULTURA;DE MAYO AV. 575;DE MAYO AV.;575.0;MONSERRAT;1;2021-01-09;2021-01-09;Formación;Formación;Artes Visuales;Público General;No;Si;-58.37440517193419;-34.6084866928315;https://www.museomoderno.org/es/agenda/dibujar-en-el-museo-0
Virtual;Belleza azul;taller de exploración artística;zoom;Av. de Mayo 575;;;;;2021-01-10;2021-01-10;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/belleza-azul-0
Virtual;El viaje de los colores;Taller de exploración artística a cargo de Vera Veiga y Julian Mezzan;zoom;Av. de Mayo 575;;;;;2021-01-14;2021-01-14;Formación;Formación;Artes Visuales;Niños (4-7);No;Si;;;https://www.museomoderno.org/es/agenda/el-viaje-de-los-colores-0
Presencial;Geometría sentimental;Experiencia creativa a cargo del colectivo Chicos al Arte;CASA DE LA CULTURA;DE MAYO AV. 575;DE MAYO AV.;575.0;MONSERRAT;1;2021-01-16;2021-01-16;Formación;Formación;Artes Visuales;Público General;No;Si;-58.37440517193419;-34.6084866928315;https://www.museomoderno.org/es/agenda/geometria-sentimental
Virtual;taller de escultura;A cargo de Sebastian Gordín;zoom;Av. de Mayo 575;;;;;2021-01-17;2021-01-17;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/taller-de-escultura
Virtual;Chapuzón creativo;Taller de experiencias creativas a cargo de CUAC (Centro Urbano de Actividades Creativas);zoom;Av. de Mayo 575;;;;;2021-01-21;2021-01-21;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/chapuzon-creativo
Virtual;Líneas musicales;Taller de dibujo y música a cargo de Willy Fishman;zoom;Av. de Mayo 575;;;;;2021-01-22;2021-01-22;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/lineas-musicales
Virtual;taller de stop motion con juguetes;En tu casa podés “darles vida” a tus juguetes para crear infinitas historias. Con ayuda de los teléfonos celulares y de una aplicación gratuita, te proponemos aprender los elementos básicos de la animación.;zoom;Av. de Mayo 575;;;;;2021-01-23;2021-01-23;Formación;Formación;Artes Visuales;Pre-adolescentes (8-12);No;Si;;;https://www.museomoderno.org/es/agenda/taller-de-stop-motion-con-juguetes-0
Virtual;Chapuzón creativo;Taller de experiencias creativas a cargo de CUAC (Centro Urbano de Actividades Creativas);zoom;Av. de Mayo 575;;;;;2021-01-28;2021-01-28;Formación;Formación;Artes Visuales;Pre-adolescentes (8-12);No;Si;;;https://www.museomoderno.org/es/agenda/chapuzon-creativo-0
Virtual;Pasado, presente y futuro marrón;Taller de dibujo a cargo de América Canela;zoom;Av. de Mayo 575;;;;;2021-01-29;2021-01-29;Formación;Formación;Artes Visuales;Público General;No;Si;;;https://www.museomoderno.org/es/agenda/pasado-presente-y-futuro-marron-0
Presencial;Diálogos con la colección: artistas mujeres;Los viernes de enero te invitamos a realizar un recorrido por la colección permanente del Museo de Arte Moderno de Buenos Aires a través de obras de artistas mujeres que forman parte de la exposición Una llamarada pertinaz. La intrépida marcha de la colección del Moderno.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-01-15;2021-01-29;Actividad;Visita / Recorrido;Artes Visuales;Público General;No;Si;-58.37072693724759;-34.62189196536009;https://entradas.museomoderno.org/visitasguiadas/
Presencial;Diálogos con la colección: familias en el museo;"Los sábados de enero el Museo Moderno te invita a participar de las visitas presenciales  para familias. 
Vamos a conocer no solo la historia del edificio, sino también las obras y los artistas que son parte de nuestra colección. ¡Vení a sorprenderte con nosotros!";MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-01-16;2021-01-30;Actividad;Visita / Recorrido;Artes Visuales;Público General;No;Si;-58.37072693724759;-34.62189196536009;https://entradas.museomoderno.org/visitasguiadas/
Presencial;Diálogos con la colección: una perspectiva ecológica;Los domingos de enero te invitamos a visitar la exhibición permanente del Museo de Arte Moderno de Buenos Aires desde una perspectiva ecológica. A partir de las obras del patrimonio observaremos cómo el arte colabora en la construcción de un pensamiento ambiental.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-01-17;2021-01-31;Actividad;Visita / Recorrido;Artes Visuales;Público General;No;Si;-58.37072693724759;-34.62189196536009;https://entradas.museomoderno.org/visitasguiadas/
Presencial;Una Noche en el Museo | Sesiones en el jardín;"Shows de artistas de diferentes géneros musicales para disfrutar a cielo abierto en los jardines; jazz, música latinoamericana, folclore y más. 
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-01-08;2021-01-08;Actividad;Función / Exhibición;Artes Visuales;Público General;No;Si;-58.45526521523027;-34.56112903621606;
Presencial;Una Noche en el Museo | Sesiones en el jardín;"Shows de artistas de diferentes géneros musicales para disfrutar a cielo abierto en los jardines; jazz, música latinoamericana, folclore y más. APERTURA.
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-01-08;2021-01-08;Actividad;Función / Exhibición;Artes Visuales;Público General;No;Si;-58.45526521523027;-34.56112903621606;
Presencial;Una Noche en el Museo | Sesiones en el jardín;"Shows de artistas de diferentes géneros musicales para disfrutar a cielo abierto en los jardines; jazz, música latinoamericana, folclore y más. 
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-01-13;2021-01-27;Actividad;Función / Exhibición;Artes Visuales;Público General;No;Si;-58.45526521523027;-34.56112903621606;
Presencial;Una Noche en el Museo | Sesiones en el jardín;"Shows de artistas de diferentes géneros musicales para disfrutar a cielo abierto en los jardines; jazz, música latinoamericana, folclore y más. 
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;JURAMENTO AV. 2291;JURAMENTO AV.;2291.0;BELGRANO;13;2021-01-13;2021-01-27;Actividad;Función / Exhibición;Artes Visuales;Público General;No;Si;-58.45526521523027;-34.56112903621606;
