grupo,culto,nombre_institucion,domicilio,barrio,cgpc,cp,lat,long
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Argerich  5315,Villa Pueyrredon,12.0,1419,-34.5821,-58.507926
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Gabriela Mistral 3437,Villa Devoto,11.0,1419,-34.591455,-58.508571
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Monroe 4080,Villa Urquiza,12.0,1430,-34.568249,-58.475899
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Tinogasta 5850,Villa Real,10.0,1408,-34.621646,-58.526146
Cristianos,Iglesias Independientes,Asociacion Evangélica De La Misión De Nazaret Del Nuevo Pacto Universal - Aeminpu,"Guardia Vieja 4227 - Dpto ""d""",Almagro,5.0,,,
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Franklin  Roosvelt 5537,Villa Urquiza,12.0,1431,-34.576163,-58.492054
Cristianos,Iglesias Independientes,Iglesia Coreana Siloan,Pringles 464,Caballito,-,,-34.606445,-58.427677
Cristianos,Iglesias Independientes,Iglesia Cristiana Ondas De Amor Y Paz,Rivadavia 3755,Almagro,5.0,,-34.611291,-58.420063
Cristianos,Iglesias Independientes,Centro Cristiano Nueva Generación,Salguero 534,Almagro,-,,-34.604538,-58.419718
Cristianos,Iglesias Independientes,Ministerio al Pueblo Elegido,Av. Sarmiento 3730,Almagro,-,,-34.571719,-58.412087
Cristianos,Iglesias Independientes,Iglesia Dong Yang Santidad,Viamonte 2164,Balvanera,-,,-34.601092,-58.398067
Cristianos,Iglesias Independientes,Jesucristo Es Un Estilo De Vida,Hidalgo 357,Caballito,6.0,1405,-34.615318,-58.439255
Cristianos,Iglesias Independientes,Iglesia De Dios - Central Nacional,Del Barco Centenera 350,Caballito,6.0,C1424AMH,-34.623401,-58.440733
Cristianos,Bautistas,"Nueva Almagro, ""cristo Oasis De Vida""",Dean Funes 2116,Parque Patricios,-,,-34.635863,-58.403925
Cristianos,Iglesias Independientes,Iglesia Torre Fuerte,Cucha Cucha 828,caballito,-,,-34.612563,-58.448301
Cristianos,Iglesias Independientes,Evangélica Griega,Rivadavia 5848,Caballito,6.0,1406,-34.623288,-58.447738
Cristianos,Iglesias Independientes,Unión Evangélica De La Argentina,Trelles 2349,Chacarita,-,,-34.601571,-58.467065
Cristianos,Iglesias Independientes,Evangélica  Interdenominacional,Gral. Enrique Martinez 889,Colegiales,13.0,1426,-34.577161,-58.45352
Cristianos,Iglesias Independientes,Iglesia Misión Argentina,Av. Lacroze 2870,Colegiales,-,,-34.574493,-58.447363
Cristianos,Iglesias Independientes,Iglesia Puente de Vida,Humberto Primo 1163,Constitucion,-,,-34.620942,-58.382376
Cristianos,Iglesias Independientes,Iglesia Evangélica Japonesa,Lafuente 441,Flores,-,,-34.635709,-58.466039
Cristianos,Iglesias Independientes,Evangelica  Menonita Argentina,Mercedes 149,Floresta,10.0,1407,-34.63249,-58.483641
Cristianos,Iglesias Independientes,Casa Sobre La Roca,Joaquín V. Gonzalez 1774/76,Floresta,10.0,1407,-34.617061,-58.492303
Cristianos,Iglesias Independientes,Mision Cristiana Del Camino,Chivilcoy 2588,Devoto,11.0,,-34.609701,-58.50305
Cristianos,Iglesias Independientes,Centro Cristiano Vida Nueva,Montiel 1342,Liniers,-,,-34.653486,-58.522793
Cristianos,Iglesias Independientes,Comunidad Del Encuentro,Matanza 2775 / Ucrania 2755,Nueva Pompeya,4.0,1824,-34.652728,-58.43201
Cristianos,Iglesias Independientes,Iglesia Vida Nueva,Albarracín 1776,Nueva Pompeya,-,,-34.637265,-58.429386
Cristianos,Iglesias Independientes,Iglesia Cudrangular,Bulnes 1569,Palermo,14.0,1176,-34.593319,-58.416178
Cristianos,Iglesias Independientes,Iglesia Evangélica Betesda,Homero 1322,Parque Avellaneda,-,,-34.650150,-58.485874
Cristianos,Iglesias Independientes,Iglesia Ministerio Misionero,Asamblea 137,Parque Chacabuco,7.0,1424,-34.631535,-58.429119
Cristianos,Iglesias Independientes,Mensaje De Vida,Guayra 2125,Nuñez,-,,-34.551456,-58.462613
Cristianos,Iglesias Independientes,Fuente De Vida,Avda. Eva Peron 3932/36,Parque Avellaneda,9.0,1407,-34.648819,-58.468985
Cristianos,Iglesias Independientes,Iglesia Una Vida Mejor,Warnes 2222,Paternal,-,,-34.596387,-58.467554
Cristianos,Iglesias Independientes,Mensaje de Acción,Acevedo 685,Villa Crespo,-,,-34.596159,-58.437549
Cristianos,Iglesias Independientes,Centro Cristiano Jesús es Vida,Correa 4085,Saavedra,-,,-34.550950,-58.488719
Cristianos,Iglesias Independientes,Iglesia Cielos Abiertos,O´Higgins 2488,Saavedra,-,,-34.556270,-58.456100
Cristianos,Iglesias Independientes,Iglesia Congregacional,Av. Juan B.Justo 7678,Velez Sarfield,-,,-34.630775,-58.496814
Cristianos,Iglesias Independientes,Centro Cristiano para la Familia,Av. César Díaz 5131,Velez Sarfield,-,,-34.629565,-58.499991
Cristianos,Iglesias Independientes,Ministerio Iglesia de Cristo,Ramón Lista 5289,Villa Devoto ,-,,-34.614314,-58.524009
Cristianos,Iglesias Independientes,Iglesia Cristiana Nexo,Adolfo P. Carranza 2555,Villa del Parque,-,,-34.605599,-58.480170
Cristianos,Iglesias Cristiana Evangélica,Cristiana Evangélica,Corvalán 2559,Villa Lugano,8.0,1439,-34.66138,-58.480803
Cristianos,Iglesias Independientes,Villa Devoto Centro,Sanabria 3250,Villa Devoto,11.0,1417,-34.606927,-58.5101
Cristianos,Iglesias Independientes,Centro Cristiano Familiar,Luis Viale 1767,Villa Gral Mitre,-,,-34.612085,-58.461349
Cristianos,Iglesias Independientes,Congregacional,Pacheco 3195,Villa Urquiza,-,,-34.566420,-58.489454
Cristianos,Iglesias Independientes,Puerta Del Cielo,Pacheco 2691,Villa Urquiza,-,,-34.570953,-58.485895
Cristianos,Iglesias Independientes,Iglesia Cristo Vive,Cajaravilla 4716,Villa Luro,-,,-34.640449,-58.493318
Cristianos,Iglesias Independientes,Iglesia Coreana Paz,Cuenca 1070,Villa Santa Rita,-,,-34.620922,-58.479312
Cristianos,Iglesias Independientes,Iglesia Hay Vida en Jesús,Cortina 402,Villa Luro,-,,-34.634878,-58.506090
Cristianos,Iglesias Independientes,Iglesia Cristiana del Camino,San Blas 3247,Villa Santa Rita,-,,-34.613729,-58.485940
Cristianos,Iglesias Independientes,FDV Lugano,Cosquín 5610V,Villa Riachuelo,-,,,
Cristianos,Iglesias Independientes,Congregacional,Ibera 4480,Villa Urquiza,-,,-34.56392,-58.484069
Cristianos,Iglesias Independientes,Templo De Alabanza,Holmberg 2341,Villa Urquiza,-,,-34.57004,-58.476041
Cristianos,Luteranos,Cristiana Evangelica Luterana Hungara,Amenabar 1749,Belgrano,13.0,C1426AKG,-34.566265,-58.455811
Cristianos,Luteranos,Congregacion La Cruz De Cristo,Amenabar 1767,Belgrano,13.0,C1426AKG,-34.566265,-58.455811
Cristianos,Luteranos,Parroquia Santa Cruz,Isabel La Catolica 832,Barracas,4.0,1269,-34.639853,-58.373055
Cristianos,Luteranos,Parroquia Centro,Esmeralda 162,San Nicolas,1.0,C1035ABD,-34.606292,-58.377962
Cristianos,Luteranos,Iglesia Evangélica Río de la Plata,Sucre 2855 ,Belgrano,-,,-34.566344,-58.459224
Cristianos,Luteranos,Iglesia Danesa (dansk Kirke),Carlos Calvo 257,San Telmo,1.0,C1102AAE,-34.619284,-58.369708
Cristianos,Luteranos,Iglesia Nórdica,Azopardo 1428,San Telmo,1.0,C1107ADZ,-34.624323,-58.366521
Cristianos,Iglesias Independientes,Hillsong Buenos Aires,Av. Lacroze 3455,Colegiales,-,,-34.580135,-58.450839
Cristianos,Luteranos,Iglesia Evangélica Del Río De La Plata,Sucre 2855 - Ps.: 3º,,13.0,C1428DVY,,
Cristianos,Metodistas,Metodista Wesleyana,Avda. Forest 334,Chacarita,15.0,1427,-34.587872,-58.45164
Cristianos,Metodistas,Iglesia Metodista Libre,Perú 1505,Constitucion,-,,-34.625683,-58.374024
Cristianos,Luteranos,Parroquia San Pablo - Congregacion De Belgrano ,Av. Romulo S. Naón 1988,Villa Urquiza,12.0,C1430EPD,,
Cristianos,Luteranos,Congregacion El Redentor,Simbron 3182,Villa Del Parque,11.0,C1417EUF,-34.599354,-58.496118
Cristianos,Metodistas,Iglesia Metodista de La Boca,Olavarría 670,Boca,-,,-34.637666,-58.362082
Cristianos,Metodistas,Congregacion Central,Av. Rivadavia 4050,Almagro,5.0,C1205AAN,-34.612402,-58.422952
Cristianos,Metodistas,Tercera Iglesia,Av. Juan De Garay 1626,Constitucion,1.0,C1153ACO,-34.627255,-58.388616
Cristianos,Metodistas,El Buen Pastor - Congregacion Unida Idc/iema,Av. Federico Lacroze 2985 ,Colegiales,13.0,C1426CQC,-34.575834,-58.448377
Cristianos,Metodistas,Congregacion Flores,Yerbal 2451,Flores,7.0,C1406GKC,-34.627802,-58.463944
Cristianos,Metodistas,"Iglesia Evangleica Metodista Coreana ""so Mang"" ",Carabobo 1376 / 1368,Flores,7.0,C1406DHN,-34.640283,-58.44741
Cristianos,Metodistas,Zion Sung - Metodista -,Avda. Varela 824,Flores,7.0,C1406EKR,-34.638828,-58.459212
Cristianos,Metodistas,Iglesia Evangélica Metodista Libre Nikkei ,Perú 1505,San Telmo,-,,-34.625683,-58.374024
Cristianos,Metodistas,Iglesia Evangélica Metodista Esperanza,Av. Perito Moreno1-11-14  - Mz. 21- Casa 21,Flores,-,,,
Cristianos,Metodistas,Congregacion Liniers,Pieres 258 ,Liniers,9.0,C1408HDD,-34.64273,-58.514878
Cristianos,Metodistas,"Primera ""parroquia Esperanza""",Corrientes 718,San Nicolás,1.0,C1043AAU,-34.60351,-58.377084
Cristianos,Metodistas,Iglesia Evangélica Metodista Coreana Gracia Y Paz,Carabobo 876,Parque Chacabuco,7.0,C1406DGV,-34.63617,-58.451973
Cristianos,Metodistas,"Chon Ang  ""esperanza""  - Metodista -",Castañares 1435  Villa 1-11-14,Parque Chacabuco,7.0,C1406IGA,,
Cristianos,Metodistas,Yun-hab  - Metodista -,Valentin Virasoro 1250,Villa Crespo,15.0,C1414CDD,-34.605962,-58.445204
Cristianos,Metodistas,Iglesia Evangélica Metodista Su Cheong,Doblas 1558,Parque Chacabuco,-,,-34.634804,-58.427605
Cristianos,Pentecostales,Ríos de Vida,Avda. Corrientes 3486,Almagro,5.0,1194,-34.604139,-58.414227
Cristianos,Metodistas,Emanuel - Parroquia Evangélica Idc/iema,Juan Agustin Garcia 2044/48 ,Villa Gral. Mitre,11.0,C1416EKV,-34.605008,-58.471661
Cristianos,Pentecostales,Iglesia de Dios Almagro,Bartolomé Mitre 4246 ,Almagro,-,,-34.610457,-58.426714
Cristianos,Iglesias Independientes,Yahvéh - Iglesia Apostólica Cristiana Judía Ecuménica Del Patriarcado De Jerusalem,Uruguay 560 -piso 10 Of. 104,San Nicolás,1.0,,,
Cristianos,Pentecostales,Iglesia Apostólica de la Fe en Cristo Jesús,Guardia Vieja 3846,Almagro,-,,-34.600952,-58.418409
Cristianos,Pentecostales,Coreana De Sudamérica - Sum Bok Um -       Pentecostal,Avda. Independencia 4225,Almagro,5.0,1226,-34.621678,-58.425689
Cristianos,Pentecostales,Shinro Ham,Pringles 464,Almagro,5.0,1183,-34.606445,-58.427677
Cristianos,Católico Apostólico Romano ,Presentación Del Señor,Ruiz Huidobro 3521/65,Saavedra,12.0,C1430CJC,-34.549292,-58.483508
Cristianos,Pentecostales,Iglesia Jesucristo Yo soy el Camino. ,Gallo 782,Almagro,-,,-34.600517,-58.412406
Cristianos,Pentecostales,Iglesia Jesús para las Naciones,Guardia Vieja 3350,Almagro,-,,-34.602744,-58.412117
Cristianos,Pentecostales,Iglesia Mundial del Poder de Dios,Guardia Vieja 2250,Balvanera,-,,,
Cristianos,Pentecostales,Iglesia de Cristo Parque Centenario. ,Juan D. Perón 4385,Almagro,-,,-34.605894,-58.428782
Cristianos,Pentecostales,Movimiento Cristiano Y Misionero,Zelaya 3009,Balvanera,3.0,1171,-34.601929,-58.408319
Cristianos,Pentecostales,Iglesia Cristo es la Respuesta,Saavedra 338,Balvanera,-,,-34.613787,-58.403048
Cristianos,Pentecostales,Iglesia Pentecostal Belén,Santo Domingo 3148,Barracas,4.0,1292,-34.654007,-58.391089
Cristianos,Pentecostales,Iglesia Alianza con Dios,A. Jujuy 510,Balvanera,-,,-34.616001,-58.404396
Cristianos,Pentecostales,Visión De Futuro,Boedo 860,Boedo,5.0,1218,-34.623451,-58.416192
Cristianos,Pentecostales,Movimiento Misionero Mundial,Avda. Independencia  3874,Boedo,5.0,1417,-34.621329,-58.42012
Cristianos,Pentecostales,Centro Cristiano Una Puerta a la Esperanza,24 de Noviembre 961,Boedo,-,,-34.622164,-58.410739
Cristianos,Pentecostales,Movimiento Cristiano Y Misionero De Buenos Aires,Hernandarias 1750,Boca,4.0,1164,-34.645033,-58.366837
Cristianos,Pentecostales,Evangélica,Avda. Independencia 3874,Boedo,5.0,1226,-34.621329,-58.42012
Cristianos,Pentecostales,Iglesia de Dios Ministerial de Jesucristo,Av. San Martín 2016,Caballito,-,,-34.605027,-58.456738
Cristianos,Pentecostales,Movimiento Cristiano Y Misionero  Alfa Y Omega,Pedro Goyena 83,Caballito,6.0,1424,-34.62516,-58.428242
Cristianos,Pentecostales,Jesucristo Es El Camino,Avda. Castañares 2162,Flores,7.0,,-34.643349,-58.444774
Cristianos,Pentecostales,Iglesia Jesucristo Todopoderoso,Nicolás Repetto 825,Caballito,-,,-34.612142,-58.446985
Cristianos,Pentecostales,Jesucristo Todo Poderoso,Nicolás Repetto 825,Caballito,6.0,C1405AEM,-34.612142,-58.446985
Cristianos,Pentecostales,La Verdadera Iglesia De Jesús,Martín de Gainza 1022,Caballito,-,,-34.609627,-58.446629
Cristianos,Pentecostales,Iglesia Luz del Mundo,Iberá 3302,Coghlan,-,,-34.558550,-58.473572
Cristianos,Pentecostales,Centro Cristiano Casa de Esperanza y Restauración ,Brasil 1617,Constitucion,-,,-34.628836,-58.388337
Cristianos,Pentecostales,La Mision,Manzana 2 1 Casa 16   Villa 1-11-14   Bajo Flores,Flores,7.0,,,
Cristianos,Pentecostales,Iglesia Dios es Amor,Yerbal 2461,Flores,-,,-34.627870,-58.464213
Cristianos,Pentecostales,El Señor Es Mi Rey,Castañares 2171     Villa 1-11-14,Flores,7.0,,,
Cristianos,Pentecostales,Coreana Argentina,Argerich 392,Flores,7.0,1406,-34.628084,-58.472639
Cristianos,Pentecostales,Iglesia Eben Ezer,Bonorino 1800,Flores,-,,-34.645343,-58.445012
Cristianos,Pentecostales,Cristo Es La Roca,Camilo Torre Y Ana Maria Yanet-  Manzana 29  Casa 165       Villa  1-11-14,Flores,-,,,
Cristianos,Pentecostales,Movimiento Cristiano Y Misionero Centro De Ayuda Cristiana,Avellaneda  4073,Floresta,10.0,1407,-34.629952,-58.485847
Cristianos,Pentecostales,Gracia Y Gloria,Perito Moreno Y Varela    Villa 1-11-14,Flores,7.0,,,
Cristianos,Pentecostales,Congregación Restauración de Fe,Lautaro 1670,Flores,-,,-34.643281,-58.445546
Cristianos,Pentecostales,Santuario Mundial de los Milagros,Av. Rivadavia 8273,Floresta ,-,,-34.633279,-58.480112
Cristianos,Pentecostales,Iglesia Moradora de Sion,Av. Gaona 4458,Floresta,-,,-34.626104,-58.486098
Cristianos,Pentecostales,Centro De Ayuda Cristiana,Avda. Avellaneda 4073,Floresta,10.0,C1407EJH,-34.629952,-58.485847
Cristianos,Pentecostales,Dong - Yan,Curapaligue 1855,Flores,7.0,1406,-34.642429,-58.442686
Cristianos,Pentecostales,Iglesia Casa de Bendición,Ramón Falcón 6312,Liniers,-,,-34.640567,-58.514960
Cristianos,Pentecostales,Iglesia Jesús es Vida,Av. General Paz 10848,Liniers,-,,-34.642319,-58.528859
Cristianos,Pentecostales,Iglesia Pentecostal Unida De La Argentina,Fonrouge 76,Liniers,9.0,1408,-34.640196,-58.514931
Cristianos,Pentecostales,Iglesia Jesucristo Reina,Av. Lisandro de la Torre 1667,Mataderos,-,,-34.655181,-58.509298
Cristianos,Pentecostales,Iglesia Metodista Libre,Cañada de Gómez 1963,Mataderos,-,,-34.657831,-58.509060
Cristianos,Pentecostales,Cristo Restauración y Vida,Av. Juan B. Alberdi 7243,Mataderos,-,,-34.660386,-58.514833
Cristianos,Pentecostales,Iglesia La Paz Casa de Oración,Albariño 1627,Mataderos,-,,-34.653098,-58.493051
Cristianos,Pentecostales,Generación Cristiana a las Naciones,Av. Directorio 5102,Mataderos,-,,-34.651590,-58.491795
Cristianos,Pentecostales,Centro de las Buenas Nuevas,Pizarro 6557,Mataderos,-,,-34.652175,-58.511224
Cristianos,Pentecostales,Dimensión De Fe,Avda. Juan Bautista Alberdi 5250,Mataderos,9.0,1440,-34.647463,-58.497879
Cristianos,Pentecostales,Iglesia Casa del Alfarero,Av. Juan B. Alberdi 6230,Mataderos ,-,,-34.654836,-58.506072
Cristianos,Pentecostales,Iglesia Biblia Abierta Misión Sudamericana,Hubac 6962,Mataderos,-,,-34.672917,-58.494010
Cristianos,Pentecostales,Iglesia Santuario de Fe,San Pedro 4962,Mataderos,-,,-34.653297,-58.485489
Cristianos,Pentecostales,Jesús  Redentor,Araujo 2159,Mataderos,9.0,1440,-34.657225,-58.484489
Cristianos,Pentecostales,Ministerio Evangélico De Liberación Rosa De Sarón,Pola 1488,Mataderos,9.0,1440,-34.652355,-58.497153
Cristianos,Pentecostales,Jesucristo Reina,Lisandro De La Torre 1667,Mataderos,9.0,1440,-34.655181,-58.509298
Cristianos,Pentecostales,El Calvario,Marcos Paz 2074,Monte Castro,10.0,C1407CSL,-34.620061,-58.502926
Cristianos,Pentecostales,Iglesia Filadelfia Casa de Dios,Av. Directorio 4428,Parque Avellaneda,-,,-34.646133,-58.485434
Cristianos,Pentecostales,Pent-casa Del Alfarero,Congreso 2967,Nuñez,13.0,C1428BVU,-34.558189,-58.467904
Cristianos,Pentecostales,Alguien Te Ama Jesus,Godoy Cruz 1967,Palermo,14.0,1414,-34.585735,-58.431388
Cristianos,Pentecostales,Iglesia Buenas Nuevas,Av. Dellepiane 3925,Parque Avellaneda,-,,-34.654465,-58.469949
Cristianos,Pentecostales,Iglesia Nueva Vida,Av. Cabildo 3546,Nuñez,-,,-34.550459,-58.467162
Cristianos,Pentecostales,Comunidad Cristiana de Fe,Juan B. Alberdi 4468,Parque Avellaneda,-,,-34.641951,-58.488966
Cristianos,Pentecostales,Iglesia Simiente de Israel,Zubiría 4265,Parque Avellaneda,-,,-34.657660,-58.473224
Cristianos,Pentecostales,,Moreto 814,Parque Avellaneda,9.0,C1407IYR,-34.645131,-58.4858
Cristianos,Pentecostales,Congregación Evangélica Generación de Fuego ,Juan La Salle 2341,Parque Avellaneda ,-,,-34.655554,-58.472425
Cristianos,Pentecostales,Reconciliación Con Dios,Avda. Asamblea 133,Parque Chacabuco,7.0,C1424COB,-34.631469,-58.42766
Cristianos,Pentecostales,Puerta del Cielo,Av. Eva Perón 4395,Parque Avellaneda,-,,-34.653436,-58.474010
Cristianos,Pentecostales,Asamblea De Dios - Pentecostal -,Albarracin 1776,Parque Chacabuco,7.0,1424,-34.637265,-58.429386
Cristianos,Pentecostales,Fundacion Misionera Del Amor Coreano,Pumahuaca  1648,Parque Chacabuco,7.0,1406,,
Cristianos,Pentecostales,Kyung  Huang,Saraza 1882,Parque Chacabuco,7.0,1439,-34.640684,-58.443431
Cristianos,Pentecostales,Iglesia Coreana del Evangelio Pleno Luz del mundo,Av. Castañares 1775,Parque Chacabuco,-,,-34.641008,-58.442245
Cristianos,Pentecostales,Jesús es mi Salvador,Av. San Juan 2461,San Cristobal,-,,-34.623411,-58.399911
Cristianos,Pentecostales,Interdenominacional,Zelarrayán 970,Parque Chacabuco,7.0,1424,-34.640192,-58.429568
Cristianos,Pentecostales,Jung Ang,Castañares 1435,Parque Chacabuco,7.0,1406,-34.638041,-58.43843
Cristianos,Pentecostales,Iglesia Coreana Evangelio Pleno,Avelino Díaz 2088,Parque Chacabuco,-,,-34.640436,-58.447008
Cristianos,Pentecostales,Dong-yang,Somellera 1683,Parque Chacabuco,7.0,1437,-34.643671,-58.435446
Cristianos,Pentecostales,Iglesia Jesús Salva Casa de Dios,Av. Cobo 1624,Parque Chacabuco,-,,-34.642974,-58.438189
Cristianos,Pentecostales,Movimiento Misionero Mundial,French 2919,Recoleta,-,,-34.587832,-58.404305
Cristianos,Pentecostales,Iglesia Internacional de la Gracia de Dios,Lavalle 869,San Nicolás,-,,-34.602384,-58.379124
Cristianos,Pentecostales,Misión Evangélica Judá,Constitución 2354,San Cristobal,-,,-34.625911,-58.398247
Cristianos,Pentecostales,Ministerio Sion,Chiclana 4041,San Cristobal,-,,-34.640788,-58.420257
Cristianos,Pentecostales,100% Vida,Almirante Segui 2018,Paternal,15.0,1416,-34.602968,-58.462852
Cristianos,Pentecostales,Evangélica,Avda. Juan De Garay 2857,San Cristobal,3.0,1256,-34.628986,-58.40449
Cristianos,Pentecostales,Centro Cristiano Las Manos del Alfarero,Bartolomé Mitre 1650,San Nicolás,-,,-34.607889,-58.389945
Cristianos,Pentecostales,Misionera,Pichincha 1221,San Cristobal,3.0,1249,-34.623578,-58.397801
Cristianos,Pentecostales,Iglesia Cristo Viene,Av. Rivadavia 8683,Velez Sarfield,-,,-34.634807,-58.486388
Cristianos,Pentecostales,Iglesia Cuadrangular Casa del Alfarero,Lavallol 4822,Villa Devoto,-,,,
Cristianos,Pentecostales,Iglesia Jesús te ama,Lascano 2659,Villa del Parque,-,,-34.605266,-58.482062
Cristianos,Pentecostales,Iglesia Cristiana Bíblica,Bermúdez 3071,Villa Devoto,-,,-34.612254,-58.518872
Cristianos,Pentecostales,Jesús Alto Refugio,Avda. Juan B. Justo 3683,Villa Crespo,15.0,1416,-34.602607,-58.455914
Cristianos,Pentecostales,Asamblea Cristiana,Avda. Salvador María Del Carril 5069,Villa Devoto,11.0,1419,-34.608006,-58.526111
Cristianos,Pentecostales,Iglesia Cristiana Evangélica,Tres Lomas 590,Villa Crespo,15.0,1416,-34.599771,-58.453761
Cristianos,Pentecostales,La Verdadera Iglesia De Jesús,Loyola 300,Villa Crespo,15.0,1414,-34.597987,-58.433701
Cristianos,Pentecostales,Iglesia Jesús un estilo de vida,Boyacá 1112,Villa Gral Mitre,-,,-34.615529,-58.464714
Cristianos,Pentecostales,Iglesia Puerta del Cielo,Fonrouge 4189,Villa Lugano,-,,-34.675884,-58.468857
Cristianos,Pentecostales,Iglesia de Cristo Siembra de Pan,Chilavert 5875,Villa Lugano ,-,,-34.682321,-58.471289
Cristianos,Pentecostales,Iglesia Manatial de Bendiciones,Riestra 5641,Villa Lugano,-,,-34.676675,-58.474814
Cristianos,Pentecostales,Iglesia Cielos Abiertos,Av. Escalada 2431,Villa Lugano,-,,-34.660540,-58.475500
Cristianos,Pentecostales,Iglesia Cristo es Todo,Riestra 5483,Villa Lugano,-,,-34.675188,-58.473218
Cristianos,Pentecostales,Misión Escudo de la Fe,José I.Rucci 3555,Villa Lugano,-,,-34.673138,-58.484695
Cristianos,Pentecostales,Unión De Las  Asambleas De Dios -uad-  Morada De Dios,Oliden 3231,Villa Lugano,8.0,C1439FNI,-34.668626,-58.484772
Cristianos,Pentecostales,Templo Evangélico Betesda,Manzoni 180,Villa Luro,-,,-34.639659,-58.498996
Cristianos,Pentecostales,Centro Cristiana Jesucristo El Único Salvador,Battle Y Ordoñez 5101,Villa Lugano,8.0,1439,,
Cristianos,Pentecostales,Puerta Del Cielo,Perón 4395,,-,,-34.605895,-58.428916
Cristianos,Pentecostales,De Cristo Parque Centenario,Perón 4381,,-,,-34.605894,-58.428782
Cristianos,Pentecostales,Iglesia Asamblea Cristiana,Víctor Hugo 1946,Villa Real,-,,-34.622591,-58.520298
Cristianos,Pentecostales,Iglesia Ekklesia,Av. Perito Moreno y Av. Cruz,Villa Soldati,-,,-34.650338,-58.430986
Cristianos,Pentecostales,Evangélica  Asamblea Bíblica,Lope De Vega 346,Villa Luro,10.0,1406,-34.634582,-58.500077
Cristianos,Pentecostales,Evangélica,Perón 4420,,-,,-34.605994,-58.429467
Cristianos,Pentecostales,Iglesia Pentecostal del nombre de Jesucristo,Fructuoso Rivera 3141,Villa Soldati,-,,-34.662156,-58.441985
Cristianos,Pentecostales,Comunidad Del Encuentro,Matanza 2755,Villa Soldati,-,,-34.652577,-58.432221
Cristianos,Pentecostales,Unión De La  Asamblea De Dios,Avda. Juan B. Justo 5638,Villa Santa Rita,11.0,1416,-34.617605,-58.475508
Cristianos,Pentecostales,Asamblea De Iglesias Cristianas  Una Vida Mejor,Monroe 4016,Villa Urquiza,12.0,1430,-34.568029,-58.475528
Cristianos,Pentecostales,Ministerio Puesto los ojos en Jesús,Mariano Acosta 2655,Villa Soldati,-,,-34.657902,-58.452243
Cristianos,Pentecostales,Asamblea De Iglesias Cristianas  Anexo,Salvigny  Local 3 Barrio Juan Xxiii,,-,1437,,
Cristianos,Presbiterianas,Iglesia Presbiteriana Taiwan - Sin-heng,Mendoza 1660,Belgrano,13.0,C1428DJP,-34.556892,-58.450387
Cristianos,Pentecostales,Jesucristo Yo Soy El Camino,Gallo 782,,-,C1172ABP,-34.600517,-58.412406
Cristianos,Presbiterianas,Comunidad Evangélica Restauracion En Cristo (c.E.R.C.),Av. Belgrano 4180,Almagro,5.0,C1210AAW,-34.615998,-58.4256
Cristianos,Presbiterianas,Iglesia Presbiteriana Eun-pyung,Avda Chiclana 3683,Boedo,5.0,C1262AAA,-34.637106,-58.415747
Cristianos,Presbiterianas,"Iglesia Presbiteriana ""la Misión"" ",Av. Varela 1420,Flores,7.0,C1406ELD,-34.644461,-58.453122
Cristianos,Presbiterianas,Iglesia Sion ,Aranguren 1869,Flores,7.0,C1406FWG,-34.620427,-58.457976
Cristianos,Presbiterianas,Iglesia Presbiteriana Han Kuk In,Avda Belgrano 4144,Almagro,5.0,C1210AAW,-34.615967,-58.425077
Cristianos,Presbiterianas,Iglesia Dr. Smith Memorial,Conesa 2216,Belgrano,13.0,C1428CUJ,-34.564215,-58.463384
Cristianos,Presbiterianas,Iglesia Presbiteriana Coreana Che Il,Carabobo 1253,Flores,7.0,C1406GGM,-34.639781,-58.448394
Cristianos,Presbiterianas,"Iglesia Presbiteriana En America ""la Paz""",Carabobo 1547,Flores,7.0,C1406DHC,-34.641705,-58.445854
Cristianos,Presbiterianas,Iglesia Presbiteriana Chung-hyun,Quirno 1023,Flores,7.0,C1406EZU,-34.643324,-58.463292
Cristianos,Presbiterianas,Iglesia Presbiteriana Dong San,Avda. Cobo 1719,Parque Chacabuco,7.0,C1406ILC,-34.643116,-58.439546
Cristianos,Presbiterianas,Iglesia Evangélica Presbiteriana Sin-sung,Ramón L Falcon 3264,Floresta,10.0,C1406GON,-34.633354,-58.473576
Cristianos,Presbiterianas,Iglesia Presbiteriana Coreana Calvario,José María Moreno 1950,Parque Chacabuco,7.0,C1424ABT,-34.640945,-58.431204
Cristianos,Presbiterianas,Iglesia Presbiteriana Coreana Somang,Moron 3736/48,Floresta,10.0,C1407ENJ,-34.626823,-58.482516
Cristianos,Presbiterianas,Iglesia Presbiteriana Yang-mun,Avda. Vernet 269,Parque Chacabuco,7.0,C1424CQC,-34.632875,-58.429003
Cristianos,Presbiterianas,Iglesia Presbiteriana San Andrés ,Belgrano 579,Monserrat,1.0,C1092AAF,-34.612538,-58.374307
Cristianos,Presbiterianas,Iglesia Presbiteriana Pyong Hwa,Doblas 1149,Parque Chacabuco,7.0,C1424BLW,-34.630313,-58.428926
